V2,V4,X
TRIM28,ESR1,2.172164e-02
TRIM28,NR3C1,3.387634e-01
TRIM28,SERTAD2,5.734197e-02
TRIM28,SETDB1,2.958213e-01
TRIM28,SPG7,1.424960e-02
TRIM28,TRIM24,1.988601e-01
TRIM28,TRIM28,2.120292e-01
TRIM28,VIM,6.989879e-02
TRIM28,ZNF197,1.746566e-01
TRIM28,ZNF354A,1.367847e-01
TRIM28,ZNF382,2.323481e-02
TRIM28,ZNF689,1.049551e-02
TRIM28,ZNF74,1.042161e-01
CEBPB,ABCF2,7.377795e-02
CEBPB,HIPK3,4.476992e-02
CEBPB,RASGRP1,2.083699e-01
CEBPB,LRPPRC,1.891183e-01
CEBPB,OPTN,1.222546e-01
CEBPB,SUGP2,1.009323e-01
CEBPB,ALG3,2.890876e-03
CEBPB,EIF1,1.649442e-01
CEBPB,FLOT1,1.944646e-01
CEBPB,HNRNPR,8.700915e-02
CEBPB,SRRM1,1.075063e-01
CEBPB,APC2,1.448087e-01
CEBPB,NDRG1,1.912711e-01
CEBPB,WFDC2,5.431472e-02
CEBPB,RAPGEF3,1.296985e-01
CEBPB,PRMT5,6.350491e-02
CEBPB,UBAC1,8.338593e-02
CEBPB,TIMM44,1.775330e-01
CEBPB,CLGN,1.425204e-01
CEBPB,SEC23A,1.526561e-01
CEBPB,CEBPB,8.590986e-01
CEBPB,ATG7,1.586470e-01
CEBPB,CD226,1.423148e-01
CEBPB,STAG2,1.706760e-02
CEBPB,CHL1,2.090364e-01
CEBPB,KDM5B,2.132962e-01
CEBPB,NEK6,1.306591e-01
CEBPB,NCKAP1,1.516856e-01
CEBPB,ZNF460,8.097088e-02
CEBPB,FAXDC2,3.294810e-02
CEBPB,USP20,1.401966e-01
CEBPB,ME3,8.290343e-02
CEBPB,MRPS30,1.920924e-01
CEBPB,SUB1,1.010798e-01
CEBPB,MLLT11,1.217718e-01
CEBPB,SLC27A2,1.349864e-01
CEBPB,TBC1D8,9.453471e-02
CEBPB,NISCH,2.008809e-01
CEBPB,EGLN3,1.890455e-01
CEBPB,PDAP1,2.377334e-01
CEBPB,SLC25A25,1.036957e-01
CEBPB,ESCO1,4.999464e-02
CEBPB,ZBED9,9.124965e-03
CEBPB,OSBPL10,9.343289e-02
CEBPB,NOSTRIN,8.129551e-02
CEBPB,ACAP3,2.100509e-01
CEBPB,RFFL,5.990831e-02
CEBPB,SLC36A4,2.277200e-02
CEBPB,LRRK2,1.428116e-01
CEBPB,CLTC,2.189821e-01
CEBPB,AFMID,9.480265e-02
CEBPB,COL4A2,8.641438e-02
CEBPB,NUP35,9.410000e-05
CEBPB,RBM45,2.348698e-02
CEBPB,C2orf76,1.070128e-02
CEBPB,SCLT1,1.588437e-01
CEBPB,C4orf33,1.588308e-01
CEBPB,PRRC1,2.338675e-01
CEBPB,AMDHD1,1.015457e-02
CEBPB,ISM2,2.884337e-02
CEBPB,CSTF1,4.290821e-02
CEBPB,PDIK1L,1.876466e-01
CEBPB,PUS10,1.551627e-01
CEBPB,CTSH,1.150126e-01
CEBPB,CTSS,2.082986e-01
CEBPB,ZNF595,2.539762e-02
CEBPB,TTC39B,8.075345e-02
CEBPB,FREM1,8.488485e-02
CEBPB,DBI,1.302956e-01
CEBPB,DBT,8.634431e-03
CEBPB,DCN,2.127913e-02
CEBPB,CNST,8.191128e-02
CEBPB,AKR1C1,6.309462e-02
CEBPB,DDIT3,6.746920e-02
CEBPB,TIGD2,9.966700e-04
CEBPB,DYNC1H1,1.505108e-01
CEBPB,AGT,1.041702e-01
CEBPB,DUSP1,5.390246e-02
CEBPB,E4F1,1.387448e-01
CEBPB,APLF,5.564588e-02
